trip_id,booking_user_id,pick_up_latitude,pick_up_longitude,drop_off_latitude,drop_off_longitude,pick_up_address,drop_off_address,trip_datetime,passenger_count,date,hour,day_of_week,is_weekend,time_of_day,group_size_from_checked,group_size
734594,222792,30.2712785,-97.7502148,30.2835313,-97.7448318,"market district, west ave, austin, united states, 78701","1909 rio grande street, austin, tx, usa",2025-09-07 01:59:41,14,2025-09-07,1,Sunday,True,night,6,14
734593,50156,30.2637039,-97.7298064,30.2677894,-97.7094697,"east end, e 6th st, austin, united states, 78702","3009 kuhlman avenue, austin, tx, usa",2025-09-07 02:06:29,11,2025-09-07,2,Sunday,True,night,1,11
734590,293483,30.2669313,-97.7390699,30.2903076,-97.7430597,"sixth street, e 6th st, austin, united states, 78701","rambler apartments, seton avenue, austin, tx, usa",2025-09-07 02:02:51,13,2025-09-07,2,Sunday,True,night,6,13
734588,42664,30.2636251,-97.7273413,30.2874829,-97.7461563,"east end, e 6th st, austin, united states, 78702","the mark austin, west 23rd street, austin, tx, usa",2025-09-07 02:06:18,9,2025-09-07,2,Sunday,True,night,8,9
734584,267440,30.2667903,-97.7385766,30.2034933,-97.7929922,"sixth street, e 6th st, austin, united states, 78701","1107 speer lane, austin, tx, usa",2025-09-07 02:04:43,8,2025-09-07,2,Sunday,True,night,4,8
734583,288564,30.2699883,-97.7493383,30.2902803,-97.7484457,"market district, w 6th st, austin, united states, 78701","1008 west 25th 1/2 street, austin, tx, usa",2025-09-07 02:02:43,6,2025-09-07,2,Sunday,True,night,1,6
734582,564673,30.2702071,-97.7486173,30.3098638,-97.6966824,"market district, w 6th st, austin, united states, 78701","1602 cloverleaf drive, austin, tx, usa",2025-09-07 01:57:12,10,2025-09-07,1,Sunday,True,night,7,10
734581,596839,30.2699909,-97.7491854,30.3317874,-97.9220767,"market district, w 6th st, austin, united states, 78701","1116 terjo lane, austin, tx, usa",2025-09-07 01:56:50,14,2025-09-07,1,Sunday,True,night,7,14
734579,99370,30.2699552,-97.7484314,30.2883653,-97.7473661,"market district, w 6th st, austin, united states, 78701","2401 san gabriel street, austin, tx, usa",2025-09-07 01:56:01,10,2025-09-07,1,Sunday,True,night,8,10
734576,247473,30.2701913,-97.7494855,30.2905141,-97.7446811,"market district, rio grande st, austin, united states, 78701","chat patta austin, rio grande street, austin, tx, usa",2025-09-07 01:57:06,9,2025-09-07,1,Sunday,True,night,9,9
734575,598402,30.2689648,-97.7389335,30.2870342,-97.7457869,"downtown, trinity st, austin, united states, 78701","the standard at austin, west 23rd street, austin, tx, usa",2025-09-07 01:59:30,9,2025-09-07,1,Sunday,True,night,5,9
734573,85148,30.2701954,-97.7494568,30.2872286,-97.7458487,"market district, rio grande st, austin, united states, 78701","the standard at austin, west 23rd street, austin, tx, usa",2025-09-07 01:55:03,10,2025-09-07,1,Sunday,True,night,6,10
734572,148371,30.266948,-97.7391749,30.2814818,-97.7425041,"sixth street, e 6th st, austin, united states, 78701","raising cane's chicken fingers, west martin luther king junior boulevard, austin, tx, usa",2025-09-07 02:00:09,11,2025-09-07,2,Sunday,True,night,8,11
734571,186598,30.270157,-97.7483551,30.2841209,-97.7449249,"market district, nueces st, austin, united states, 78701","21 rio apartments, rio grande street, austin, tx, usa",2025-09-07 02:00:16,14,2025-09-07,2,Sunday,True,night,11,14
734569,23302,30.2669528,-97.7386808,30.2864337,-97.7446787,"sixth street, e 6th st, austin, united states, 78701","2215 rio grande street, austin, tx, usa",2025-09-07 01:58:34,10,2025-09-07,1,Sunday,True,night,8,10
734568,79374,30.2699413,-97.749455,30.2874829,-97.7461563,"market district, w 6th st, austin, united states, 78701","the mark austin, west 23rd street, austin, tx, usa",2025-09-07 01:52:42,12,2025-09-07,1,Sunday,True,night,8,12
734567,345768,30.2679108,-97.739003,30.2814818,-97.7425041,"sixth street, trinity st, austin, united states, 78701","raising cane's chicken fingers, west martin luther king junior boulevard, austin, tx, usa",2025-09-07 01:57:39,7,2025-09-07,1,Sunday,True,night,3,7
734566,521480,30.2670018,-97.7391175,30.3081863,-97.6665309,"sixth street, e 6th st, austin, united states, 78701","4803 loyola lane, austin, tx, usa",2025-09-07 01:57:55,8,2025-09-07,1,Sunday,True,night,1,8
734562,210452,30.2670515,-97.7394627,30.290249,-97.7431147,"sixth street, trinity st, austin, united states, 78701","2513 seton avenue, austin, tx, usa",2025-09-07 01:54:42,11,2025-09-07,1,Sunday,True,night,8,11
734559,185755,30.2638727,-97.72871,30.285671,-97.7431668,"east end, e 6th st, austin, united states, 78702","moontower, san antonio street, austin, tx, usa",2025-09-07 01:55:25,10,2025-09-07,1,Sunday,True,night,6,10
734558,144433,30.2636473,-97.7271488,30.2420767,-97.7234848,"east end, e 6th st, austin, united states, 78702","lakeshore pearl apartments, waterloo city lane, austin, tx, usa",2025-09-07 01:54:41,9,2025-09-07,1,Sunday,True,night,7,9
734556,86283,30.2699968,-97.7495516,30.2910085,-97.7456584,"market district, w 6th st, austin, united states, 78701","villas on 26th, west 26th street, austin, tx, usa",2025-09-07 01:50:10,7,2025-09-07,1,Sunday,True,night,4,7
734554,596898,30.2699923,-97.7494608,30.2086254,-97.7628811,"market district, rio grande st, austin, united states, 78701","709 colonial park blvd, austin, tx, usa",2025-09-07 01:49:43,10,2025-09-07,1,Sunday,True,night,1,10
734551,389194,30.2703455,-97.7503136,30.2872286,-97.7458487,"market district, w 6th st, austin, united states, 78701","the standard at austin, west 23rd street, austin, tx, usa",2025-09-07 01:48:49,5,2025-09-07,1,Sunday,True,night,3,5
734546,595412,30.2667733,-97.7388107,30.2318875,-97.7653754,"sixth street, e 6th st, austin, united states, 78701","517 lightsey road, austin, tx, usa",2025-09-07 01:52:02,10,2025-09-07,1,Sunday,True,night,1,10
734544,238944,30.2672508,-97.7401622,30.3438753,-97.7382354,"sixth street, e 6th st, austin, united states, 78701","lenox burnet apartments, burnet road, austin, tx, usa",2025-09-07 01:46:05,13,2025-09-07,1,Sunday,True,night,6,13
734542,305824,30.2712714,-97.75024,30.2883684,-97.7475721,"market district, west ave, austin, united states, 78701","regents west at 24th, san gabriel street, austin, tx, usa",2025-09-07 01:45:53,5,2025-09-07,1,Sunday,True,night,2,5
734541,505009,30.2638116,-97.7285573,30.2989756,-97.7081522,"east end, e 6th st, austin, united states, 78702","4600 mueller boulevard, austin, tx, usa",2025-09-07 01:52:06,7,2025-09-07,1,Sunday,True,night,1,7
734540,174673,30.263436,-97.7275551,30.3009819,-97.7361127,"east end, e 6th st, austin, united states, 78702","306 west 37th street, austin, tx, usa",2025-09-07 01:46:36,10,2025-09-07,1,Sunday,True,night,9,10
734534,485802,30.268537,-97.7410856,30.2864951,-97.7436397,"sixth street, e 7th st, austin, united states, 78701","skyloft, west 23rd street, austin, tx, usa",2025-09-07 01:46:19,3,2025-09-07,1,Sunday,True,night,1,3
734533,63717,30.2670556,-97.7391746,30.237527,-97.9798583,"sixth street, e 6th st, austin, united states, 78701","10730 wagon rd w, austin, tx, usa",2025-09-07 01:44:51,10,2025-09-07,1,Sunday,True,night,1,10
734532,87743,30.2665828,-97.7391967,30.2953424,-97.7457461,"sixth street, e 6th st, austin, united states, 78701","805 west 28th 1/2 street, austin, tx, usa",2025-09-07 01:41:23,6,2025-09-07,1,Sunday,True,night,2,6
734524,365054,30.27025,-97.7482782,30.2870342,-97.7457869,"market district, nueces st, austin, united states, 78701","the standard at austin, west 23rd street, austin, tx, usa",2025-09-07 01:39:07,6,2025-09-07,1,Sunday,True,night,3,6
734520,100402,30.26414,-97.7295596,30.5317439,-97.6739823,"east end, e 6th st, austin, united states, 78702","2003 willowbend drive, round rock, tx, usa",2025-09-07 01:37:19,7,2025-09-07,1,Sunday,True,night,1,7
734519,196979,30.2701101,-97.7502803,30.284996,-97.7447962,"market district, w 6th st, austin, united states, 78701","villas on rio, rio grande street, austin, tx, usa",2025-09-07 01:37:21,14,2025-09-07,1,Sunday,True,night,13,14
